id,avaliacao_id,grupo,item,valor,criado_em,questao
2519,10098,10,Q70,50,2026-03-18 16:41:01.255205,70
2520,10128,1,Q1,75,2026-03-18 16:43:25.525122,1
2521,10128,1,Q2,50,2026-03-18 16:43:32.85974,2
2522,10128,1,Q3,50,2026-03-18 16:43:40.824352,3
2523,10128,1,Q9,50,2026-03-18 16:43:48.221269,9
2524,10128,2,Q13,75,2026-03-18 16:44:00.086092,13
2525,10128,2,Q17,100,2026-03-18 16:44:06.867389,17
2526,10128,2,Q18,100,2026-03-18 16:44:13.395506,18
2527,10128,2,Q19,100,2026-03-18 16:44:19.929627,19
2528,10128,3,Q20,75,2026-03-18 16:44:27.867202,20
2529,10128,3,Q21,75,2026-03-18 16:44:47.745446,21
2530,10128,3,Q23,100,2026-03-18 16:44:54.818115,23
2531,10128,3,Q25,100,2026-03-18 16:45:01.253177,25
2532,10128,3,Q26,100,2026-03-18 16:45:09.04681,26
2533,10128,3,Q28,100,2026-03-18 16:45:16.149433,28
2534,10128,4,Q31,25,2026-03-18 16:45:29.369459,31
2535,10128,4,Q32,75,2026-03-18 16:45:42.87615,32
2536,10128,4,Q33,50,2026-03-18 16:45:55.128095,33
2537,10128,4,Q34,0,2026-03-18 16:46:25.999602,34
2538,10128,5,Q35,50,2026-03-18 16:46:35.076894,35
2539,10128,5,Q38,100,2026-03-18 16:46:48.881441,38
2540,10128,5,Q41,100,2026-03-18 16:47:01.754095,41
2541,10128,6,Q43,75,2026-03-18 16:47:09.49634,43
2542,10128,6,Q45,75,2026-03-18 16:47:17.514659,45
2543,10128,7,Q48,50,2026-03-18 16:47:27.983728,48
2544,10128,7,Q52,0,2026-03-18 16:47:35.951699,52
2545,10128,7,Q55,25,2026-03-18 16:47:53.719581,55
2546,10128,8,Q56,0,2026-03-18 16:48:33.968991,56
2547,10128,8,Q57,0,2026-03-18 16:48:42.70848,57
2548,10128,8,Q58,0,2026-03-18 16:48:48.766328,58
2549,10128,9,Q59,50,2026-03-18 16:48:55.717821,59
2550,10128,9,Q61,50,2026-03-18 16:49:04.919109,61
2551,10128,9,Q62,0,2026-03-18 16:49:13.400587,62
2552,10128,9,Q64,0,2026-03-18 16:49:19.834974,64
2553,10128,10,Q65,50,2026-03-18 16:49:31.405456,65
2554,10128,10,Q66,50,2026-03-18 16:49:38.490494,66
2555,10128,10,Q68,25,2026-03-18 16:49:48.788349,68
2556,10128,10,Q70,25,2026-03-18 16:49:58.181956,70
2557,10093,1,Q1,50,2026-03-18 18:43:35.449155,1
2558,10093,1,Q2,0,2026-03-18 18:43:48.716814,2
2559,10093,1,Q3,50,2026-03-18 18:44:00.615985,3
2560,10093,1,Q9,0,2026-03-18 18:44:10.204017,9
2561,10093,2,Q13,75,2026-03-18 18:44:28.20478,13
2562,10093,2,Q17,75,2026-03-18 18:44:39.819601,17
2563,10093,2,Q18,100,2026-03-18 18:44:54.016021,18
2564,10093,2,Q19,100,2026-03-18 18:45:04.453298,19
2565,10093,3,Q20,75,2026-03-18 18:45:35.230729,20
2566,10093,3,Q21,50,2026-03-18 18:46:01.581628,21
2567,10093,3,Q23,50,2026-03-18 18:46:14.656576,23
2568,10093,3,Q25,75,2026-03-18 18:46:24.569619,25
2569,10093,3,Q26,75,2026-03-18 18:46:34.624784,26
2570,10093,3,Q28,100,2026-03-18 18:46:44.529162,28
2571,10093,4,Q31,0,2026-03-18 18:47:02.287748,31
2572,10093,4,Q32,75,2026-03-18 18:47:19.746401,32
2573,10093,4,Q33,50,2026-03-18 18:47:34.31616,33
2574,10093,4,Q34,0,2026-03-18 18:47:44.501839,34
2575,10093,5,Q35,75,2026-03-18 18:48:00.601393,35
2576,10093,5,Q38,75,2026-03-18 18:48:11.80009,38
2577,10093,5,Q41,50,2026-03-18 18:48:20.869013,41
2578,10093,6,Q43,75,2026-03-18 18:48:45.040294,43
2579,10093,6,Q45,100,2026-03-18 18:48:59.582417,45
2580,10093,7,Q48,50,2026-03-18 18:49:09.297424,48
2581,10093,7,Q52,25,2026-03-18 18:49:19.145479,52
2582,10093,7,Q55,50,2026-03-18 18:49:29.05935,55
2583,10093,8,Q56,0,2026-03-18 18:49:37.357126,56
2584,10093,8,Q57,0,2026-03-18 18:49:48.380878,57
2585,10093,8,Q58,0,2026-03-18 18:50:00.760528,58
2586,10093,9,Q59,0,2026-03-18 18:50:14.160796,59
2587,10093,9,Q61,0,2026-03-18 18:50:29.287657,61
2588,10093,9,Q62,0,2026-03-18 18:50:43.555325,62
2589,10093,9,Q64,0,2026-03-18 18:50:51.846354,64
2590,10093,10,Q65,75,2026-03-18 18:51:06.008944,65
2591,10093,10,Q66,75,2026-03-18 18:51:11.775547,66
2592,10093,10,Q68,75,2026-03-18 18:51:25.405837,68
2593,10093,10,Q70,25,2026-03-18 18:51:36.884386,70
2594,10104,1,Q1,50,2026-03-19 13:50:42.750808,1
2595,10104,1,Q2,50,2026-03-19 13:50:51.436765,2
2596,10104,1,Q3,25,2026-03-19 13:51:00.225262,3
2597,10104,1,Q9,50,2026-03-19 13:51:29.338394,9
2598,10104,2,Q13,75,2026-03-19 13:51:37.837019,13
2599,10104,2,Q17,50,2026-03-19 13:51:46.193519,17
2600,10104,2,Q18,75,2026-03-19 13:51:53.14008,18
2601,10104,2,Q19,50,2026-03-19 13:52:01.092192,19
2602,10104,3,Q20,100,2026-03-19 13:52:09.298679,20
2603,10104,3,Q21,100,2026-03-19 13:52:17.454466,21
2604,10104,3,Q23,25,2026-03-19 13:52:33.504916,23
2605,10104,3,Q25,75,2026-03-19 13:52:41.841171,25
2606,10104,3,Q26,25,2026-03-19 13:53:02.80868,26
2607,10104,3,Q28,75,2026-03-19 13:53:16.562608,28
2608,10104,4,Q31,0,2026-03-19 13:53:25.039365,31
2609,10104,4,Q32,75,2026-03-19 13:53:32.846129,32
2610,10104,4,Q33,0,2026-03-19 13:53:39.645558,33
2611,10104,4,Q34,0,2026-03-19 13:53:45.819673,34
2612,10104,5,Q35,25,2026-03-19 13:53:55.688276,35
2613,10104,5,Q38,75,2026-03-19 13:54:04.084887,38
2614,10104,5,Q41,25,2026-03-19 13:54:11.614281,41
2615,10104,6,Q43,75,2026-03-19 13:54:21.719399,43
2616,10104,6,Q45,75,2026-03-19 13:54:31.879974,45
2617,10104,7,Q48,50,2026-03-19 13:54:39.283468,48
2618,10104,7,Q52,25,2026-03-19 13:54:46.767267,52
2619,10104,7,Q55,25,2026-03-19 13:54:55.608593,55
2620,10104,8,Q56,0,2026-03-19 13:55:15.648037,56
2621,10104,8,Q57,0,2026-03-19 13:55:24.36536,57
2622,10104,8,Q58,0,2026-03-19 13:55:30.16653,58
2623,10104,9,Q59,0,2026-03-19 13:55:36.828703,59
2624,10104,9,Q61,0,2026-03-19 13:55:42.99236,61
2625,10104,9,Q62,0,2026-03-19 13:55:49.658169,62
2626,10104,9,Q64,0,2026-03-19 13:55:55.401387,64
2627,10104,10,Q65,0,2026-03-19 13:56:00.766018,65
2628,10104,10,Q66,0,2026-03-19 13:56:08.931523,66
2629,10104,10,Q68,0,2026-03-19 13:56:16.732899,68
2630,10104,10,Q70,25,2026-03-19 13:56:26.146745,70
2631,10090,1,Q1,50,2026-03-19 14:06:31.993702,1
2632,10090,1,Q2,50,2026-03-19 14:06:50.195837,2
2633,10090,1,Q3,50,2026-03-19 14:07:11.508855,3
2634,10090,1,Q9,75,2026-03-19 14:07:38.381499,9
2635,10090,2,Q13,25,2026-03-19 14:08:07.331737,13
2636,10090,2,Q17,50,2026-03-19 14:11:03.749803,17
2637,10090,2,Q18,100,2026-03-19 14:11:18.066779,18
2638,10090,2,Q19,100,2026-03-19 14:11:28.639865,19
2639,10090,3,Q20,50,2026-03-19 14:11:43.941684,20
2640,10090,3,Q21,50,2026-03-19 14:12:03.060826,21
2641,10090,3,Q23,50,2026-03-19 14:12:38.297054,23
2642,10090,3,Q25,50,2026-03-19 14:12:59.099909,25
2643,10090,3,Q26,75,2026-03-19 14:13:07.451166,26
2644,10090,3,Q28,75,2026-03-19 14:13:38.69861,28
2645,10090,4,Q31,50,2026-03-19 14:14:18.584012,31
2646,10090,4,Q32,50,2026-03-19 14:14:26.400659,32
2647,10090,4,Q33,75,2026-03-19 14:15:07.091517,33
2648,10090,4,Q34,50,2026-03-19 14:15:18.541576,34
2649,10090,5,Q35,25,2026-03-19 14:15:53.443175,35
2650,10090,5,Q38,100,2026-03-19 14:16:05.743176,38
2651,10090,5,Q41,50,2026-03-19 14:34:49.407691,41
2652,10090,6,Q43,75,2026-03-19 14:35:11.608907,43
2653,10090,6,Q45,50,2026-03-19 14:35:24.490036,45
2654,10090,7,Q48,75,2026-03-19 14:35:44.445519,48
2655,10090,7,Q52,50,2026-03-19 14:35:53.829024,52
2656,10090,7,Q55,25,2026-03-19 14:36:03.965578,55
2657,10090,8,Q56,0,2026-03-19 14:36:13.976922,56
2658,10090,8,Q57,0,2026-03-19 14:36:23.098114,57
2659,10090,8,Q58,0,2026-03-19 14:36:35.483056,58
2660,10090,9,Q59,25,2026-03-19 14:36:54.9664,59
2661,10090,9,Q61,0,2026-03-19 14:37:06.329215,61
2662,10090,9,Q62,0,2026-03-19 14:37:17.704598,62
2663,10090,9,Q64,0,2026-03-19 14:37:27.757631,64
2664,10090,10,Q65,25,2026-03-19 14:37:38.495845,65
2665,10090,10,Q66,25,2026-03-19 14:38:09.401219,66
2666,10090,10,Q68,25,2026-03-19 14:38:24.577295,68
2667,10090,10,Q70,0,2026-03-19 14:38:46.717001,70
2675,10102,1,Q1,75,2026-03-19 19:25:53.838433,1
2676,10102,1,Q2,50,2026-03-19 19:26:30.292497,2
2677,10102,1,Q3,50,2026-03-19 19:26:38.948021,3
2678,10102,1,Q9,75,2026-03-19 19:26:46.697591,9
2679,10102,2,Q13,75,2026-03-19 19:26:59.917128,13
2680,10102,2,Q17,50,2026-03-19 19:27:10.629325,17
2681,10102,2,Q18,75,2026-03-19 19:27:26.898472,18
2682,10102,2,Q19,25,2026-03-19 19:27:41.519872,19
2683,10102,3,Q20,75,2026-03-19 19:27:50.209938,20
2684,10102,3,Q21,50,2026-03-19 19:28:02.835871,21
2685,10102,3,Q23,50,2026-03-19 19:28:17.221257,23
2686,10102,3,Q25,25,2026-03-19 19:28:32.962366,25
2687,10102,3,Q26,0,2026-03-19 19:29:43.571546,26
2688,10102,3,Q28,0,2026-03-19 19:29:50.466133,28
2689,10102,4,Q31,0,2026-03-19 19:30:03.847596,31
2690,10102,4,Q32,50,2026-03-19 19:30:44.454542,32
2691,10102,4,Q33,25,2026-03-19 19:30:55.107931,33
2692,10102,4,Q34,0,2026-03-19 19:31:03.39257,34
2693,10102,5,Q35,50,2026-03-19 19:31:14.218831,35
2694,10102,5,Q38,75,2026-03-19 19:31:28.823781,38
2695,10102,5,Q41,25,2026-03-19 19:31:35.992617,41
2696,10102,6,Q43,25,2026-03-19 19:31:44.711219,43
2697,10102,6,Q45,50,2026-03-19 19:31:56.936771,45
2698,10102,7,Q48,75,2026-03-19 19:32:05.946541,48
2699,10102,7,Q52,75,2026-03-19 19:32:12.598536,52
2700,10102,7,Q55,75,2026-03-19 19:33:47.930613,55
2701,10102,8,Q56,25,2026-03-19 19:33:58.29656,56
2702,10102,8,Q57,25,2026-03-19 19:34:28.283289,57
2703,10102,8,Q58,25,2026-03-19 19:34:40.65594,58
2704,10102,9,Q59,0,2026-03-19 19:34:48.318562,59
2705,10102,9,Q61,0,2026-03-19 19:35:54.828329,61
2706,10102,9,Q62,0,2026-03-19 19:36:04.896611,62
2707,10102,9,Q64,0,2026-03-19 19:36:15.067731,64
2708,10102,10,Q65,75,2026-03-19 19:36:24.725303,65
2709,10102,10,Q66,50,2026-03-19 19:36:33.890416,66
2710,10102,10,Q68,0,2026-03-19 19:37:22.453788,68
2711,10102,10,Q70,25,2026-03-19 19:37:30.034732,70
2712,10103,1,Q1,75,2026-03-19 20:04:17.780782,1
2713,10103,1,Q2,50,2026-03-19 20:04:25.902803,2
2714,10103,1,Q3,25,2026-03-19 20:04:34.135875,3
2715,10103,1,Q9,25,2026-03-19 20:04:43.520566,9
2716,10103,2,Q13,75,2026-03-19 20:04:53.398515,13
2717,10103,2,Q17,100,2026-03-19 20:05:01.252228,17
2718,10103,2,Q18,100,2026-03-19 20:05:09.104264,18
2719,10103,2,Q19,100,2026-03-19 20:05:16.220148,19
2720,10103,3,Q20,100,2026-03-19 20:05:26.709399,20
2721,10103,3,Q21,100,2026-03-19 20:05:37.306308,21
2722,10103,3,Q23,75,2026-03-19 20:05:49.984927,23
2723,10103,3,Q25,100,2026-03-19 20:05:58.095349,25
2724,10103,3,Q26,75,2026-03-19 20:06:06.729119,26
2725,10103,3,Q28,100,2026-03-19 20:06:13.390647,28
2726,10103,4,Q31,50,2026-03-19 20:06:29.154073,31
2727,10103,4,Q32,50,2026-03-19 20:06:38.078836,32
2728,10103,4,Q33,75,2026-03-19 20:06:46.669167,33
2729,10103,4,Q34,50,2026-03-19 20:06:54.439854,34
2730,10103,5,Q35,50,2026-03-19 20:07:02.660437,35
2731,10103,5,Q38,75,2026-03-19 20:07:11.692579,38
2732,10103,5,Q41,50,2026-03-19 20:07:30.010136,41
2733,10103,6,Q43,100,2026-03-19 20:07:39.725472,43
2734,10103,6,Q45,100,2026-03-19 20:07:48.493223,45
2735,10103,7,Q48,50,2026-03-19 20:07:57.674041,48
2736,10103,7,Q52,100,2026-03-19 20:08:08.075819,52
2737,10103,7,Q55,25,2026-03-19 20:08:16.137035,55
2738,10103,8,Q56,0,2026-03-19 20:08:22.751578,56
2739,10103,8,Q57,0,2026-03-19 20:08:34.807584,57
2740,10103,8,Q58,0,2026-03-19 20:08:41.021203,58
2741,10103,9,Q59,0,2026-03-19 20:08:50.053443,59
2742,10103,9,Q61,0,2026-03-19 20:08:58.526175,61
2743,10103,9,Q62,0,2026-03-19 20:09:11.414449,62
2744,10103,9,Q64,0,2026-03-19 20:09:23.500202,64
2745,10103,10,Q65,25,2026-03-19 20:09:31.610465,65
2746,10103,10,Q66,0,2026-03-19 20:09:39.67795,66
2747,10103,10,Q68,25,2026-03-19 20:09:48.407887,68
2748,10103,10,Q70,0,2026-03-19 20:09:56.586726,70
2749,10137,1,Q1,50,2026-03-20 11:32:18.877321,1
2750,10137,1,Q2,50,2026-03-20 11:32:23.670137,2
2751,10137,1,Q3,50,2026-03-20 11:32:28.47966,3
2752,10137,1,Q9,50,2026-03-20 11:32:32.626411,9
2753,10137,2,Q13,50,2026-03-20 11:32:36.865373,13
2754,10137,2,Q17,50,2026-03-20 11:32:40.933638,17
2755,10137,2,Q18,50,2026-03-20 11:32:44.991427,18
2756,10137,2,Q19,50,2026-03-20 11:32:49.335288,19
2757,10137,3,Q20,50,2026-03-20 11:32:53.401707,20
2758,10137,3,Q21,50,2026-03-20 11:33:08.823654,21
2759,10137,3,Q23,50,2026-03-20 11:33:13.035849,23
2760,10137,3,Q25,50,2026-03-20 11:33:16.992206,25
2761,10137,3,Q26,50,2026-03-20 11:33:20.985278,26
2762,10137,3,Q28,50,2026-03-20 11:33:27.888517,28
2763,10137,4,Q31,50,2026-03-20 11:33:35.200434,31
2764,10137,4,Q32,50,2026-03-20 11:33:40.213726,32
2765,10137,4,Q33,50,2026-03-20 11:33:51.328736,33
2766,10137,4,Q34,50,2026-03-20 11:33:55.959137,34
2767,10137,5,Q35,50,2026-03-20 11:34:00.0895,35
2768,10137,5,Q38,50,2026-03-20 11:34:04.165307,38
2769,10137,5,Q41,50,2026-03-20 11:34:08.14127,41
2770,10137,6,Q43,50,2026-03-20 11:34:12.291453,43
2771,10137,6,Q45,50,2026-03-20 11:34:16.617298,45
2772,10137,7,Q48,50,2026-03-20 11:34:20.719374,48
2773,10137,7,Q52,50,2026-03-20 11:34:24.788906,52
2774,10137,7,Q55,50,2026-03-20 11:34:28.944943,55
2775,10137,8,Q56,50,2026-03-20 11:34:32.990557,56
2776,10137,8,Q57,50,2026-03-20 11:34:37.039557,57
2777,10137,8,Q58,75,2026-03-20 11:34:41.068035,58
2778,10137,9,Q59,50,2026-03-20 11:34:45.230634,59
2779,10137,9,Q61,50,2026-03-20 11:34:49.464964,61
2780,10137,9,Q62,50,2026-03-20 11:34:53.551018,62
2935,10095,1,Q1,75,2026-03-24 13:02:07.261597,1
2936,10095,1,Q2,75,2026-03-24 13:02:56.458587,2
2937,10095,1,Q3,75,2026-03-24 13:03:07.483556,3
2938,10095,1,Q9,75,2026-03-24 13:03:18.858085,9
2939,10095,2,Q13,75,2026-03-24 13:03:53.527537,13
2940,10095,2,Q17,75,2026-03-24 13:04:10.454136,17
2941,10095,2,Q18,75,2026-03-24 13:04:38.78958,18
2942,10095,2,Q19,75,2026-03-24 13:06:41.66247,19
2944,10095,3,Q20,75,2026-03-24 13:11:25.299151,20
2945,10095,3,Q21,75,2026-03-24 13:11:36.252679,21
2946,10095,3,Q23,75,2026-03-24 13:11:44.532744,23
2947,10095,3,Q25,75,2026-03-24 13:11:51.338676,25
2948,10095,3,Q26,75,2026-03-24 13:11:57.922018,26
2949,10095,3,Q28,75,2026-03-24 13:12:12.701759,28
2950,10095,4,Q31,75,2026-03-24 13:12:19.160838,31
2951,10095,4,Q32,75,2026-03-24 13:12:27.04828,32
2952,10095,4,Q33,75,2026-03-24 13:12:34.500282,33
2953,10095,4,Q34,75,2026-03-24 13:12:43.09342,34
2954,10095,5,Q35,75,2026-03-24 17:59:52.426121,35
2955,10095,5,Q38,75,2026-03-24 17:59:58.230126,38
2956,10095,5,Q41,75,2026-03-24 18:00:02.905632,41
2957,10095,6,Q43,75,2026-03-24 18:00:10.199657,43
2958,10095,6,Q45,75,2026-03-24 18:00:17.656735,45
2959,10095,7,Q48,75,2026-03-24 18:00:26.254428,48
2960,10095,7,Q52,75,2026-03-24 18:00:32.550485,52
2961,10095,7,Q55,75,2026-03-24 18:00:44.134144,55
2962,10095,8,Q56,75,2026-03-24 18:00:49.778001,56
2963,10095,8,Q57,75,2026-03-24 18:00:57.20375,57
2964,10095,8,Q58,75,2026-03-24 18:01:05.773151,58
2965,10095,9,Q59,75,2026-03-24 18:01:21.196632,59
2966,10095,9,Q61,75,2026-03-24 18:01:27.804341,61
2967,10095,9,Q62,75,2026-03-24 18:01:35.207975,62
2968,10095,9,Q64,75,2026-03-24 18:01:41.458073,64
2969,10095,10,Q65,75,2026-03-24 18:01:47.070375,65
2970,10095,10,Q66,75,2026-03-24 18:01:52.971737,66
2971,10095,10,Q68,75,2026-03-24 18:02:04.001709,68
2972,10095,10,Q70,75,2026-03-24 18:02:09.880389,70
2973,10125,1,Q1,100,2026-03-24 23:12:47.494795,1
2974,10125,1,Q2,75,2026-03-24 23:13:00.285855,2
2975,10125,1,Q3,75,2026-03-24 23:13:14.543202,3
2976,10125,1,Q9,75,2026-03-24 23:13:23.183659,9
2977,10125,2,Q13,75,2026-03-24 23:13:38.755945,13
2978,10125,2,Q17,100,2026-03-24 23:13:46.817358,17
2979,10125,2,Q18,75,2026-03-24 23:13:58.002387,18
2980,10125,2,Q19,100,2026-03-24 23:14:05.437461,19
2981,10125,3,Q20,50,2026-03-24 23:14:21.568783,20
2982,10125,3,Q21,100,2026-03-24 23:14:31.10425,21
2983,10125,3,Q23,100,2026-03-24 23:14:43.617487,23
2984,10125,3,Q25,100,2026-03-24 23:14:51.471563,25
2985,10125,3,Q26,50,2026-03-24 23:15:09.174166,26
2986,10125,3,Q28,100,2026-03-24 23:15:16.694345,28
2987,10125,4,Q31,50,2026-03-24 23:15:28.566327,31
2988,10125,4,Q32,50,2026-03-24 23:15:40.464932,32
2989,10125,4,Q33,25,2026-03-24 23:15:56.982572,33
3236,10144,2,Q13,100,2026-04-01 18:35:05.425302,13
3237,10144,2,Q17,100,2026-04-01 18:35:11.014708,17
3238,10144,2,Q18,100,2026-04-01 18:35:20.639874,18
3239,10144,2,Q19,100,2026-04-01 18:35:25.886141,19
3240,10144,3,Q20,100,2026-04-01 18:35:36.001972,20
3241,10144,3,Q21,100,2026-04-01 18:35:42.013334,21
3242,10144,3,Q23,75,2026-04-01 18:35:54.562087,23
3243,10144,3,Q25,75,2026-04-01 18:36:14.973929,25
3244,10144,3,Q26,50,2026-04-01 18:36:22.487469,26
3245,10144,3,Q28,100,2026-04-01 18:36:28.150465,28
3246,10144,4,Q31,0,2026-04-01 18:36:41.175372,31
3247,10144,4,Q32,100,2026-04-01 18:36:47.515719,32
3248,10144,4,Q33,0,2026-04-01 18:37:09.471488,33
3249,10144,4,Q34,0,2026-04-01 18:37:14.661087,34
3250,10144,5,Q35,25,2026-04-01 18:37:24.765621,35
3251,10144,5,Q38,75,2026-04-01 18:37:34.320395,38
3252,10144,5,Q41,50,2026-04-01 18:37:41.121554,41
3253,10144,6,Q43,100,2026-04-01 18:38:00.731385,43
3254,10144,6,Q45,100,2026-04-01 18:38:13.191109,45
3255,10144,7,Q48,25,2026-04-01 18:38:17.857077,48
3256,10144,7,Q52,0,2026-04-01 18:38:27.911214,52
3257,10144,7,Q55,0,2026-04-01 18:38:31.747866,55
3260,10144,8,Q58,0,2026-04-01 18:38:48.360083,58
3261,10144,9,Q59,0,2026-04-01 18:38:53.599509,59
3262,10144,9,Q61,25,2026-04-01 18:39:19.840979,61
3263,10144,9,Q62,0,2026-04-01 18:39:25.242702,62
3264,10144,9,Q64,0,2026-04-01 18:39:29.624712,64
3265,10144,10,Q65,50,2026-04-01 18:39:43.52099,65
3266,10144,10,Q66,0,2026-04-01 18:39:50.061227,66
3267,10144,10,Q68,0,2026-04-01 18:39:54.862686,68
3268,10144,10,Q70,0,2026-04-01 18:40:00.689187,70
3258,10144,8,Q56,0,2026-04-01 18:38:35.299737,56
3259,10144,8,Q57,0,2026-04-01 18:38:45.262766,57
3269,10143,1,Q1,50,2026-04-01 18:43:12.06075,1
3270,10143,1,Q2,25,2026-04-02 11:35:57.892281,2
3271,10143,1,Q3,50,2026-04-02 11:36:05.732571,3
3272,10143,1,Q9,25,2026-04-02 11:36:16.072797,9
3273,10143,2,Q13,75,2026-04-02 11:36:25.285091,13
3274,10143,2,Q17,75,2026-04-02 11:36:35.986947,17
3275,10143,2,Q18,100,2026-04-02 11:36:46.375269,18
3276,10143,2,Q19,100,2026-04-02 11:36:57.127203,19
3284,10143,3,Q20,100,2026-04-02 11:37:10.119264,20
3285,10143,3,Q21,75,2026-04-02 11:37:18.131068,21
3286,10143,3,Q23,50,2026-04-02 11:37:29.477635,23
3287,10143,3,Q25,75,2026-04-02 11:37:42.260766,25
3288,10143,3,Q26,50,2026-04-02 11:37:49.87959,26
3289,10143,3,Q28,100,2026-04-02 11:37:57.338747,28
3290,10143,4,Q31,0,2026-04-02 11:38:15.253852,31
3291,10143,4,Q32,75,2026-04-02 11:38:27.419345,32
3292,10143,4,Q33,0,2026-04-02 11:38:36.89234,33
3293,10143,4,Q34,0,2026-04-02 11:38:41.008769,34
3294,10143,5,Q35,0,2026-04-02 11:38:49.633461,35
3295,10143,5,Q38,100,2026-04-02 11:38:56.422239,38
3296,10143,5,Q41,50,2026-04-02 11:39:01.436902,41
3297,10143,6,Q43,75,2026-04-02 11:39:14.63972,43
3298,10143,6,Q45,75,2026-04-02 11:39:23.526333,45
3299,10143,7,Q48,25,2026-04-02 11:39:27.626347,48
3300,10143,7,Q52,0,2026-04-02 11:39:36.022927,52
3301,10143,7,Q55,0,2026-04-02 11:39:40.241439,55
3302,10143,8,Q56,0,2026-04-02 11:39:43.720692,56
3303,10143,8,Q57,0,2026-04-02 11:39:45.184573,57
3304,10143,8,Q58,0,2026-04-02 11:39:47.517106,58
3305,10143,9,Q59,25,2026-04-02 11:39:56.49857,59
3306,10143,9,Q61,25,2026-04-02 11:40:06.610788,61
3307,10143,9,Q62,0,2026-04-02 11:40:12.101088,62
3308,10143,9,Q64,0,2026-04-02 11:40:15.548193,64
3309,10143,10,Q65,0,2026-04-02 11:40:21.872806,65
3310,10143,10,Q66,0,2026-04-02 11:40:29.717897,66
3311,10143,10,Q68,0,2026-04-02 11:40:42.307567,68
3312,10143,10,Q70,0,2026-04-02 11:40:46.707827,70
