id,avaliacao_id,grupo,dominio,score,categoria,criado_em
339,10074,9,Comportamento de Jogo,56.25,medio,2026-02-25 18:34:24.218014
340,10074,10,Endividamento Financeiro,56.25,medio,2026-02-25 18:34:24.218014
341,10077,1,Demandas no Trabalho,68.75,alto,2026-02-27 13:01:06.374884
342,10077,2,Organiza├º├úo e Conte├║do do Trabalho,75.00,alto,2026-02-27 13:01:06.374884
343,10077,3,Rela├º├Áes Sociais e Lideran├ºa,54.17,medio,2026-02-27 13:01:06.374884
344,10077,4,Interface Trabalho-Indiv├¡duo,75.00,alto,2026-02-27 13:01:06.374884
345,10077,5,Valores Organizacionais,66.67,alto,2026-02-27 13:01:06.374884
346,10077,6,Tra├ºos de Personalidade,25.00,baixo,2026-02-27 13:01:06.374884
347,10077,7,Sa├║de e Bem-Estar,8.33,baixo,2026-02-27 13:01:06.374884
348,10077,8,Comportamentos Ofensivos,25.00,baixo,2026-02-27 13:01:06.374884
349,10077,9,Comportamento de Jogo,75.00,alto,2026-02-27 13:01:06.374884
350,10077,10,Endividamento Financeiro,100.00,alto,2026-02-27 13:01:06.374884
351,10078,1,Demandas no Trabalho,62.50,medio,2026-02-27 13:11:54.487937
352,10078,2,Organiza├º├úo e Conte├║do do Trabalho,87.50,alto,2026-02-27 13:11:54.487937
353,10078,3,Rela├º├Áes Sociais e Lideran├ºa,37.50,medio,2026-02-27 13:11:54.487937
354,10078,4,Interface Trabalho-Indiv├¡duo,43.75,medio,2026-02-27 13:11:54.487937
355,10078,5,Valores Organizacionais,91.67,alto,2026-02-27 13:11:54.487937
356,10078,6,Tra├ºos de Personalidade,87.50,alto,2026-02-27 13:11:54.487937
357,10078,7,Sa├║de e Bem-Estar,41.67,medio,2026-02-27 13:11:54.487937
358,10078,8,Comportamentos Ofensivos,50.00,medio,2026-02-27 13:11:54.487937
359,10078,9,Comportamento de Jogo,87.50,alto,2026-02-27 13:11:54.487937
360,10078,10,Endividamento Financeiro,87.50,alto,2026-02-27 13:11:54.487937
361,10080,1,Demandas no Trabalho,62.50,medio,2026-02-27 13:24:37.393496
362,10080,2,Organiza├º├úo e Conte├║do do Trabalho,81.25,alto,2026-02-27 13:24:37.393496
363,10080,3,Rela├º├Áes Sociais e Lideran├ºa,54.17,medio,2026-02-27 13:24:37.393496
364,10080,4,Interface Trabalho-Indiv├¡duo,37.50,medio,2026-02-27 13:24:37.393496
365,10080,5,Valores Organizacionais,50.00,medio,2026-02-27 13:24:37.393496
366,10080,6,Tra├ºos de Personalidade,87.50,alto,2026-02-27 13:24:37.393496
367,10080,7,Sa├║de e Bem-Estar,75.00,alto,2026-02-27 13:24:37.393496
368,10080,8,Comportamentos Ofensivos,41.67,medio,2026-02-27 13:24:37.393496
369,10080,9,Comportamento de Jogo,75.00,alto,2026-02-27 13:24:37.393496
370,10080,10,Endividamento Financeiro,75.00,alto,2026-02-27 13:24:37.393496
371,10082,1,Demandas no Trabalho,68.75,alto,2026-02-27 13:27:06.024845
372,10082,2,Organiza├º├úo e Conte├║do do Trabalho,68.75,alto,2026-02-27 13:27:06.024845
373,10082,3,Rela├º├Áes Sociais e Lideran├ºa,62.50,medio,2026-02-27 13:27:06.024845
374,10082,4,Interface Trabalho-Indiv├¡duo,75.00,alto,2026-02-27 13:27:06.024845
375,10082,5,Valores Organizacionais,83.33,alto,2026-02-27 13:27:06.024845
376,10082,6,Tra├ºos de Personalidade,37.50,medio,2026-02-27 13:27:06.024845
377,10082,7,Sa├║de e Bem-Estar,25.00,baixo,2026-02-27 13:27:06.024845
378,10082,8,Comportamentos Ofensivos,83.33,alto,2026-02-27 13:27:06.024845
379,10082,9,Comportamento de Jogo,62.50,medio,2026-02-27 13:27:06.024845
380,10082,10,Endividamento Financeiro,87.50,alto,2026-02-27 13:27:06.024845
381,10072,1,Demandas no Trabalho,87.50,alto,2026-02-27 15:33:12.980456
382,10072,2,Organiza├º├úo e Conte├║do do Trabalho,87.50,alto,2026-02-27 15:33:12.980456
383,10072,3,Rela├º├Áes Sociais e Lideran├ºa,70.83,alto,2026-02-27 15:33:12.980456
384,10072,4,Interface Trabalho-Indiv├¡duo,81.25,alto,2026-02-27 15:33:12.980456
385,10072,5,Valores Organizacionais,75.00,alto,2026-02-27 15:33:12.980456
386,10072,6,Tra├ºos de Personalidade,75.00,alto,2026-02-27 15:33:12.980456
387,10072,7,Sa├║de e Bem-Estar,75.00,alto,2026-02-27 15:33:12.980456
388,10072,8,Comportamentos Ofensivos,58.33,medio,2026-02-27 15:33:12.980456
389,10072,9,Comportamento de Jogo,37.50,medio,2026-02-27 15:33:12.980456
390,10072,10,Endividamento Financeiro,81.25,alto,2026-02-27 15:33:12.980456
391,10084,1,Demandas no Trabalho,75.00,alto,2026-03-03 14:37:42.792604
392,10084,2,Organiza├º├úo e Conte├║do do Trabalho,62.50,medio,2026-03-03 14:37:42.792604
393,10084,3,Rela├º├Áes Sociais e Lideran├ºa,70.83,alto,2026-03-03 14:37:42.792604
394,10084,4,Interface Trabalho-Indiv├¡duo,25.00,baixo,2026-03-03 14:37:42.792604
395,10084,5,Valores Organizacionais,50.00,medio,2026-03-03 14:37:42.792604
396,10084,6,Tra├ºos de Personalidade,0.00,baixo,2026-03-03 14:37:42.792604
397,10084,7,Sa├║de e Bem-Estar,16.67,baixo,2026-03-03 14:37:42.792604
398,10084,8,Comportamentos Ofensivos,58.33,medio,2026-03-03 14:37:42.792604
399,10084,9,Comportamento de Jogo,93.75,alto,2026-03-03 14:37:42.792604
400,10084,10,Endividamento Financeiro,56.25,medio,2026-03-03 14:37:42.792604
401,10106,1,Demandas no Trabalho,56.25,medio,2026-03-16 18:58:05.950839
402,10106,2,Organiza├º├úo e Conte├║do do Trabalho,43.75,medio,2026-03-16 18:58:05.950839
403,10106,3,Rela├º├Áes Sociais e Lideran├ºa,41.67,medio,2026-03-16 18:58:05.950839
404,10106,4,Interface Trabalho-Indiv├¡duo,62.50,medio,2026-03-16 18:58:05.950839
405,10106,5,Valores Organizacionais,58.33,medio,2026-03-16 18:58:05.950839
406,10106,6,Tra├ºos de Personalidade,50.00,medio,2026-03-16 18:58:05.950839
407,10106,7,Sa├║de e Bem-Estar,33.33,medio,2026-03-16 18:58:05.950839
408,10106,8,Comportamentos Ofensivos,0.00,baixo,2026-03-16 18:58:05.950839
409,10106,9,Comportamento de Jogo,0.00,baixo,2026-03-16 18:58:05.950839
410,10106,10,Endividamento Financeiro,6.25,baixo,2026-03-16 18:58:05.950839
411,10107,1,Demandas no Trabalho,25.00,baixo,2026-03-16 19:08:46.812359
412,10107,2,Organiza├º├úo e Conte├║do do Trabalho,81.25,alto,2026-03-16 19:08:46.812359
413,10107,3,Rela├º├Áes Sociais e Lideran├ºa,83.33,alto,2026-03-16 19:08:46.812359
414,10107,4,Interface Trabalho-Indiv├¡duo,43.75,medio,2026-03-16 19:08:46.812359
415,10107,5,Valores Organizacionais,66.67,alto,2026-03-16 19:08:46.812359
416,10107,6,Tra├ºos de Personalidade,87.50,alto,2026-03-16 19:08:46.812359
417,10107,7,Sa├║de e Bem-Estar,16.67,baixo,2026-03-16 19:08:46.812359
418,10107,8,Comportamentos Ofensivos,0.00,baixo,2026-03-16 19:08:46.812359
419,10107,9,Comportamento de Jogo,0.00,baixo,2026-03-16 19:08:46.812359
420,10107,10,Endividamento Financeiro,0.00,baixo,2026-03-16 19:08:46.812359
421,10115,1,Demandas no Trabalho,75.00,alto,2026-03-16 20:29:06.950433
422,10115,2,Organiza├º├úo e Conte├║do do Trabalho,75.00,alto,2026-03-16 20:29:06.950433
423,10115,3,Rela├º├Áes Sociais e Lideran├ºa,79.17,alto,2026-03-16 20:29:06.950433
424,10115,4,Interface Trabalho-Indiv├¡duo,37.50,medio,2026-03-16 20:29:06.950433
425,10115,5,Valores Organizacionais,58.33,medio,2026-03-16 20:29:06.950433
426,10115,6,Tra├ºos de Personalidade,37.50,medio,2026-03-16 20:29:06.950433
427,10115,7,Sa├║de e Bem-Estar,58.33,medio,2026-03-16 20:29:06.950433
428,10115,8,Comportamentos Ofensivos,0.00,baixo,2026-03-16 20:29:06.950433
429,10115,9,Comportamento de Jogo,0.00,baixo,2026-03-16 20:29:06.950433
430,10115,10,Endividamento Financeiro,56.25,medio,2026-03-16 20:29:06.950433
431,10109,1,Demandas no Trabalho,75.00,alto,2026-03-16 20:33:59.831296
432,10109,2,Organiza├º├úo e Conte├║do do Trabalho,75.00,alto,2026-03-16 20:33:59.831296
433,10109,3,Rela├º├Áes Sociais e Lideran├ºa,75.00,alto,2026-03-16 20:33:59.831296
434,10109,4,Interface Trabalho-Indiv├¡duo,25.00,baixo,2026-03-16 20:33:59.831296
435,10109,5,Valores Organizacionais,50.00,medio,2026-03-16 20:33:59.831296
436,10109,6,Tra├ºos de Personalidade,50.00,medio,2026-03-16 20:33:59.831296
437,10109,7,Sa├║de e Bem-Estar,50.00,medio,2026-03-16 20:33:59.831296
438,10109,8,Comportamentos Ofensivos,25.00,baixo,2026-03-16 20:33:59.831296
439,10109,9,Comportamento de Jogo,50.00,medio,2026-03-16 20:33:59.831296
440,10109,10,Endividamento Financeiro,50.00,medio,2026-03-16 20:33:59.831296
441,10120,1,Demandas no Trabalho,50.00,medio,2026-03-16 20:35:31.94363
442,10120,2,Organiza├º├úo e Conte├║do do Trabalho,93.75,alto,2026-03-16 20:35:31.94363
443,10120,3,Rela├º├Áes Sociais e Lideran├ºa,87.50,alto,2026-03-16 20:35:31.94363
444,10120,4,Interface Trabalho-Indiv├¡duo,25.00,baixo,2026-03-16 20:35:31.94363
445,10120,5,Valores Organizacionais,66.67,alto,2026-03-16 20:35:31.94363
446,10120,6,Tra├ºos de Personalidade,75.00,alto,2026-03-16 20:35:31.94363
447,10120,7,Sa├║de e Bem-Estar,8.33,baixo,2026-03-16 20:35:31.94363
448,10120,8,Comportamentos Ofensivos,0.00,baixo,2026-03-16 20:35:31.94363
449,10120,9,Comportamento de Jogo,0.00,baixo,2026-03-16 20:35:31.94363
450,10120,10,Endividamento Financeiro,12.50,baixo,2026-03-16 20:35:31.94363
451,10110,1,Demandas no Trabalho,43.75,medio,2026-03-16 20:39:06.752637
452,10110,2,Organiza├º├úo e Conte├║do do Trabalho,37.50,medio,2026-03-16 20:39:06.752637
453,10110,3,Rela├º├Áes Sociais e Lideran├ºa,25.00,baixo,2026-03-16 20:39:06.752637
454,10110,4,Interface Trabalho-Indiv├¡duo,18.75,baixo,2026-03-16 20:39:06.752637
455,10110,5,Valores Organizacionais,25.00,baixo,2026-03-16 20:39:06.752637
456,10110,6,Tra├ºos de Personalidade,25.00,baixo,2026-03-16 20:39:06.752637
457,10110,7,Sa├║de e Bem-Estar,25.00,baixo,2026-03-16 20:39:06.752637
458,10110,8,Comportamentos Ofensivos,25.00,baixo,2026-03-16 20:39:06.752637
459,10110,9,Comportamento de Jogo,81.25,alto,2026-03-16 20:39:06.752637
460,10110,10,Endividamento Financeiro,75.00,alto,2026-03-16 20:39:06.752637
461,10136,1,Demandas no Trabalho,37.50,medio,2026-03-16 20:42:42.7086
462,10136,2,Organiza├º├úo e Conte├║do do Trabalho,87.50,alto,2026-03-16 20:42:42.7086
463,10136,3,Rela├º├Áes Sociais e Lideran├ºa,83.33,alto,2026-03-16 20:42:42.7086
464,10136,4,Interface Trabalho-Indiv├¡duo,37.50,medio,2026-03-16 20:42:42.7086
465,10136,5,Valores Organizacionais,75.00,alto,2026-03-16 20:42:42.7086
466,10136,6,Tra├ºos de Personalidade,62.50,medio,2026-03-16 20:42:42.7086
467,10136,7,Sa├║de e Bem-Estar,33.33,medio,2026-03-16 20:42:42.7086
468,10136,8,Comportamentos Ofensivos,0.00,baixo,2026-03-16 20:42:42.7086
469,10136,9,Comportamento de Jogo,0.00,baixo,2026-03-16 20:42:42.7086
470,10136,10,Endividamento Financeiro,37.50,medio,2026-03-16 20:42:42.7086
471,10130,1,Demandas no Trabalho,62.50,medio,2026-03-17 18:07:00.084785
472,10130,2,Organiza├º├úo e Conte├║do do Trabalho,87.50,alto,2026-03-17 18:07:00.084785
473,10130,3,Rela├º├Áes Sociais e Lideran├ºa,79.17,alto,2026-03-17 18:07:00.084785
474,10130,4,Interface Trabalho-Indiv├¡duo,18.75,baixo,2026-03-17 18:07:00.084785
475,10130,5,Valores Organizacionais,58.33,medio,2026-03-17 18:07:00.084785
476,10130,6,Tra├ºos de Personalidade,62.50,medio,2026-03-17 18:07:00.084785
477,10130,7,Sa├║de e Bem-Estar,33.33,medio,2026-03-17 18:07:00.084785
478,10130,8,Comportamentos Ofensivos,0.00,baixo,2026-03-17 18:07:00.084785
479,10130,9,Comportamento de Jogo,0.00,baixo,2026-03-17 18:07:00.084785
480,10130,10,Endividamento Financeiro,18.75,baixo,2026-03-17 18:07:00.084785
481,10131,1,Demandas no Trabalho,56.25,medio,2026-03-17 18:10:42.155828
482,10131,2,Organiza├º├úo e Conte├║do do Trabalho,100.00,alto,2026-03-17 18:10:42.155828
483,10131,3,Rela├º├Áes Sociais e Lideran├ºa,91.67,alto,2026-03-17 18:10:42.155828
484,10131,4,Interface Trabalho-Indiv├¡duo,75.00,alto,2026-03-17 18:10:42.155828
485,10131,5,Valores Organizacionais,66.67,alto,2026-03-17 18:10:42.155828
486,10131,6,Tra├ºos de Personalidade,100.00,alto,2026-03-17 18:10:42.155828
487,10131,7,Sa├║de e Bem-Estar,25.00,baixo,2026-03-17 18:10:42.155828
488,10131,8,Comportamentos Ofensivos,0.00,baixo,2026-03-17 18:10:42.155828
489,10131,9,Comportamento de Jogo,0.00,baixo,2026-03-17 18:10:42.155828
490,10131,10,Endividamento Financeiro,50.00,medio,2026-03-17 18:10:42.155828
491,10127,1,Demandas no Trabalho,31.25,baixo,2026-03-17 18:14:09.659901
492,10127,2,Organiza├º├úo e Conte├║do do Trabalho,75.00,alto,2026-03-17 18:14:09.659901
493,10127,3,Rela├º├Áes Sociais e Lideran├ºa,66.67,alto,2026-03-17 18:14:09.659901
494,10127,4,Interface Trabalho-Indiv├¡duo,43.75,medio,2026-03-17 18:14:09.659901
495,10127,5,Valores Organizacionais,75.00,alto,2026-03-17 18:14:09.659901
496,10127,6,Tra├ºos de Personalidade,62.50,medio,2026-03-17 18:14:09.659901
497,10127,7,Sa├║de e Bem-Estar,25.00,baixo,2026-03-17 18:14:09.659901
498,10127,8,Comportamentos Ofensivos,0.00,baixo,2026-03-17 18:14:09.659901
499,10127,9,Comportamento de Jogo,0.00,baixo,2026-03-17 18:14:09.659901
500,10127,10,Endividamento Financeiro,43.75,medio,2026-03-17 18:14:09.659901
501,10118,1,Demandas no Trabalho,56.25,medio,2026-03-17 18:14:14.536802
502,10118,2,Organiza├º├úo e Conte├║do do Trabalho,100.00,alto,2026-03-17 18:14:14.536802
503,10118,3,Rela├º├Áes Sociais e Lideran├ºa,95.83,alto,2026-03-17 18:14:14.536802
504,10118,4,Interface Trabalho-Indiv├¡duo,31.25,baixo,2026-03-17 18:14:14.536802
505,10118,5,Valores Organizacionais,83.33,alto,2026-03-17 18:14:14.536802
506,10118,6,Tra├ºos de Personalidade,75.00,alto,2026-03-17 18:14:14.536802
507,10118,7,Sa├║de e Bem-Estar,41.67,medio,2026-03-17 18:14:14.536802
508,10118,8,Comportamentos Ofensivos,25.00,baixo,2026-03-17 18:14:14.536802
509,10118,9,Comportamento de Jogo,0.00,baixo,2026-03-17 18:14:14.536802
510,10118,10,Endividamento Financeiro,50.00,medio,2026-03-17 18:14:14.536802
521,10123,1,Demandas no Trabalho,50.00,medio,2026-03-17 18:35:56.41721
522,10123,2,Organiza├º├úo e Conte├║do do Trabalho,81.25,alto,2026-03-17 18:35:56.41721
523,10123,3,Rela├º├Áes Sociais e Lideran├ºa,70.83,alto,2026-03-17 18:35:56.41721
524,10123,4,Interface Trabalho-Indiv├¡duo,31.25,baixo,2026-03-17 18:35:56.41721
525,10123,5,Valores Organizacionais,58.33,medio,2026-03-17 18:35:56.41721
526,10123,6,Tra├ºos de Personalidade,75.00,alto,2026-03-17 18:35:56.41721
527,10123,7,Sa├║de e Bem-Estar,91.67,alto,2026-03-17 18:35:56.41721
528,10123,8,Comportamentos Ofensivos,0.00,baixo,2026-03-17 18:35:56.41721
529,10123,9,Comportamento de Jogo,0.00,baixo,2026-03-17 18:35:56.41721
530,10123,10,Endividamento Financeiro,75.00,alto,2026-03-17 18:35:56.41721
511,10121,1,Demandas no Trabalho,37.50,medio,2026-03-17 18:16:33.73293
512,10121,2,Organiza├º├úo e Conte├║do do Trabalho,81.25,alto,2026-03-17 18:16:33.73293
513,10121,3,Rela├º├Áes Sociais e Lideran├ºa,87.50,alto,2026-03-17 18:16:33.73293
514,10121,4,Interface Trabalho-Indiv├¡duo,31.25,baixo,2026-03-17 18:16:33.73293
515,10121,5,Valores Organizacionais,58.33,medio,2026-03-17 18:16:33.73293
516,10121,6,Tra├ºos de Personalidade,75.00,alto,2026-03-17 18:16:33.73293
517,10121,7,Sa├║de e Bem-Estar,66.67,alto,2026-03-17 18:16:33.73293
518,10121,8,Comportamentos Ofensivos,0.00,baixo,2026-03-17 18:16:33.73293
519,10121,9,Comportamento de Jogo,0.00,baixo,2026-03-17 18:16:33.73293
520,10121,10,Endividamento Financeiro,31.25,baixo,2026-03-17 18:16:33.73293
531,10132,1,Demandas no Trabalho,62.50,medio,2026-03-17 18:54:13.339093
532,10132,2,Organiza├º├úo e Conte├║do do Trabalho,62.50,medio,2026-03-17 18:54:13.339093
533,10132,3,Rela├º├Áes Sociais e Lideran├ºa,33.33,medio,2026-03-17 18:54:13.339093
534,10132,4,Interface Trabalho-Indiv├¡duo,37.50,medio,2026-03-17 18:54:13.339093
535,10132,5,Valores Organizacionais,58.33,medio,2026-03-17 18:54:13.339093
536,10132,6,Tra├ºos de Personalidade,62.50,medio,2026-03-17 18:54:13.339093
537,10132,7,Sa├║de e Bem-Estar,83.33,alto,2026-03-17 18:54:13.339093
538,10132,8,Comportamentos Ofensivos,0.00,baixo,2026-03-17 18:54:13.339093
539,10132,9,Comportamento de Jogo,0.00,baixo,2026-03-17 18:54:13.339093
540,10132,10,Endividamento Financeiro,50.00,medio,2026-03-17 18:54:13.339093
541,10119,1,Demandas no Trabalho,37.50,medio,2026-03-17 18:54:52.979572
542,10119,2,Organiza├º├úo e Conte├║do do Trabalho,75.00,alto,2026-03-17 18:54:52.979572
543,10119,3,Rela├º├Áes Sociais e Lideran├ºa,91.67,alto,2026-03-17 18:54:52.979572
544,10119,4,Interface Trabalho-Indiv├¡duo,43.75,medio,2026-03-17 18:54:52.979572
545,10119,5,Valores Organizacionais,83.33,alto,2026-03-17 18:54:52.979572
546,10119,6,Tra├ºos de Personalidade,62.50,medio,2026-03-17 18:54:52.979572
547,10119,7,Sa├║de e Bem-Estar,16.67,baixo,2026-03-17 18:54:52.979572
548,10119,8,Comportamentos Ofensivos,0.00,baixo,2026-03-17 18:54:52.979572
549,10119,9,Comportamento de Jogo,0.00,baixo,2026-03-17 18:54:52.979572
550,10119,10,Endividamento Financeiro,6.25,baixo,2026-03-17 18:54:52.979572
551,10135,1,Demandas no Trabalho,50.00,medio,2026-03-18 00:00:21.053341
552,10135,2,Organiza├º├úo e Conte├║do do Trabalho,87.50,alto,2026-03-18 00:00:21.053341
553,10135,3,Rela├º├Áes Sociais e Lideran├ºa,87.50,alto,2026-03-18 00:00:21.053341
554,10135,4,Interface Trabalho-Indiv├¡duo,18.75,baixo,2026-03-18 00:00:21.053341
555,10135,5,Valores Organizacionais,58.33,medio,2026-03-18 00:00:21.053341
556,10135,6,Tra├ºos de Personalidade,62.50,medio,2026-03-18 00:00:21.053341
557,10135,7,Sa├║de e Bem-Estar,16.67,baixo,2026-03-18 00:00:21.053341
558,10135,8,Comportamentos Ofensivos,0.00,baixo,2026-03-18 00:00:21.053341
559,10135,9,Comportamento de Jogo,0.00,baixo,2026-03-18 00:00:21.053341
560,10135,10,Endividamento Financeiro,50.00,medio,2026-03-18 00:00:21.053341
561,10134,1,Demandas no Trabalho,81.25,alto,2026-03-18 10:34:17.281581
562,10134,2,Organiza├º├úo e Conte├║do do Trabalho,75.00,alto,2026-03-18 10:34:17.281581
563,10134,3,Rela├º├Áes Sociais e Lideran├ºa,75.00,alto,2026-03-18 10:34:17.281581
564,10134,4,Interface Trabalho-Indiv├¡duo,37.50,medio,2026-03-18 10:34:17.281581
565,10134,5,Valores Organizacionais,58.33,medio,2026-03-18 10:34:17.281581
566,10134,6,Tra├ºos de Personalidade,87.50,alto,2026-03-18 10:34:17.281581
567,10134,7,Sa├║de e Bem-Estar,58.33,medio,2026-03-18 10:34:17.281581
568,10134,8,Comportamentos Ofensivos,0.00,baixo,2026-03-18 10:34:17.281581
569,10134,9,Comportamento de Jogo,0.00,baixo,2026-03-18 10:34:17.281581
570,10134,10,Endividamento Financeiro,87.50,alto,2026-03-18 10:34:17.281581
571,10124,1,Demandas no Trabalho,68.75,alto,2026-03-18 11:22:06.663558
572,10124,2,Organiza├º├úo e Conte├║do do Trabalho,93.75,alto,2026-03-18 11:22:06.663558
573,10124,3,Rela├º├Áes Sociais e Lideran├ºa,83.33,alto,2026-03-18 11:22:06.663558
574,10124,4,Interface Trabalho-Indiv├¡duo,31.25,baixo,2026-03-18 11:22:06.663558
575,10124,5,Valores Organizacionais,75.00,alto,2026-03-18 11:22:06.663558
576,10124,6,Tra├ºos de Personalidade,75.00,alto,2026-03-18 11:22:06.663558
577,10124,7,Sa├║de e Bem-Estar,50.00,medio,2026-03-18 11:22:06.663558
578,10124,8,Comportamentos Ofensivos,0.00,baixo,2026-03-18 11:22:06.663558
579,10124,9,Comportamento de Jogo,6.25,baixo,2026-03-18 11:22:06.663558
580,10124,10,Endividamento Financeiro,6.25,baixo,2026-03-18 11:22:06.663558
581,10122,1,Demandas no Trabalho,25.00,baixo,2026-03-18 11:27:49.726563
582,10122,2,Organiza├º├úo e Conte├║do do Trabalho,93.75,alto,2026-03-18 11:27:49.726563
583,10122,3,Rela├º├Áes Sociais e Lideran├ºa,87.50,alto,2026-03-18 11:27:49.726563
584,10122,4,Interface Trabalho-Indiv├¡duo,18.75,baixo,2026-03-18 11:27:49.726563
585,10122,5,Valores Organizacionais,83.33,alto,2026-03-18 11:27:49.726563
586,10122,6,Tra├ºos de Personalidade,100.00,alto,2026-03-18 11:27:49.726563
587,10122,7,Sa├║de e Bem-Estar,41.67,medio,2026-03-18 11:27:49.726563
588,10122,8,Comportamentos Ofensivos,0.00,baixo,2026-03-18 11:27:49.726563
589,10122,9,Comportamento de Jogo,6.25,baixo,2026-03-18 11:27:49.726563
590,10122,10,Endividamento Financeiro,37.50,medio,2026-03-18 11:27:49.726563
591,10094,1,Demandas no Trabalho,56.25,medio,2026-03-18 12:06:36.140752
592,10094,2,Organiza├º├úo e Conte├║do do Trabalho,100.00,alto,2026-03-18 12:06:36.140752
593,10094,3,Rela├º├Áes Sociais e Lideran├ºa,100.00,alto,2026-03-18 12:06:36.140752
594,10094,4,Interface Trabalho-Indiv├¡duo,18.75,baixo,2026-03-18 12:06:36.140752
595,10094,5,Valores Organizacionais,58.33,medio,2026-03-18 12:06:36.140752
596,10094,6,Tra├ºos de Personalidade,100.00,alto,2026-03-18 12:06:36.140752
597,10094,7,Sa├║de e Bem-Estar,33.33,medio,2026-03-18 12:06:36.140752
598,10094,8,Comportamentos Ofensivos,0.00,baixo,2026-03-18 12:06:36.140752
599,10094,9,Comportamento de Jogo,0.00,baixo,2026-03-18 12:06:36.140752
600,10094,10,Endividamento Financeiro,12.50,baixo,2026-03-18 12:06:36.140752
601,10126,1,Demandas no Trabalho,43.75,medio,2026-03-18 12:18:40.97319
602,10126,2,Organiza├º├úo e Conte├║do do Trabalho,93.75,alto,2026-03-18 12:18:40.97319
603,10126,3,Rela├º├Áes Sociais e Lideran├ºa,87.50,alto,2026-03-18 12:18:40.97319
604,10126,4,Interface Trabalho-Indiv├¡duo,18.75,baixo,2026-03-18 12:18:40.97319
605,10126,5,Valores Organizacionais,66.67,alto,2026-03-18 12:18:40.97319
606,10126,6,Tra├ºos de Personalidade,75.00,alto,2026-03-18 12:18:40.97319
607,10126,7,Sa├║de e Bem-Estar,25.00,baixo,2026-03-18 12:18:40.97319
608,10126,8,Comportamentos Ofensivos,0.00,baixo,2026-03-18 12:18:40.97319
609,10126,9,Comportamento de Jogo,18.75,baixo,2026-03-18 12:18:40.97319
610,10126,10,Endividamento Financeiro,25.00,baixo,2026-03-18 12:18:40.97319
611,10133,1,Demandas no Trabalho,62.50,medio,2026-03-18 12:39:37.159226
612,10133,2,Organiza├º├úo e Conte├║do do Trabalho,87.50,alto,2026-03-18 12:39:37.159226
613,10133,3,Rela├º├Áes Sociais e Lideran├ºa,91.67,alto,2026-03-18 12:39:37.159226
614,10133,4,Interface Trabalho-Indiv├¡duo,37.50,medio,2026-03-18 12:39:37.159226
615,10133,5,Valores Organizacionais,66.67,alto,2026-03-18 12:39:37.159226
616,10133,6,Tra├ºos de Personalidade,87.50,alto,2026-03-18 12:39:37.159226
617,10133,7,Sa├║de e Bem-Estar,33.33,medio,2026-03-18 12:39:37.159226
618,10133,8,Comportamentos Ofensivos,0.00,baixo,2026-03-18 12:39:37.159226
619,10133,9,Comportamento de Jogo,0.00,baixo,2026-03-18 12:39:37.159226
620,10133,10,Endividamento Financeiro,0.00,baixo,2026-03-18 12:39:37.159226
621,10101,1,Demandas no Trabalho,50.00,medio,2026-03-18 15:19:27.48168
622,10101,2,Organiza├º├úo e Conte├║do do Trabalho,62.50,medio,2026-03-18 15:19:27.48168
623,10101,3,Rela├º├Áes Sociais e Lideran├ºa,62.50,medio,2026-03-18 15:19:27.48168
624,10101,4,Interface Trabalho-Indiv├¡duo,31.25,baixo,2026-03-18 15:19:27.48168
625,10101,5,Valores Organizacionais,50.00,medio,2026-03-18 15:19:27.48168
626,10101,6,Tra├ºos de Personalidade,87.50,alto,2026-03-18 15:19:27.48168
627,10101,7,Sa├║de e Bem-Estar,41.67,medio,2026-03-18 15:19:27.48168
628,10101,8,Comportamentos Ofensivos,0.00,baixo,2026-03-18 15:19:27.48168
629,10101,9,Comportamento de Jogo,25.00,baixo,2026-03-18 15:19:27.48168
630,10101,10,Endividamento Financeiro,37.50,medio,2026-03-18 15:19:27.48168
631,10097,1,Demandas no Trabalho,81.25,alto,2026-03-18 16:08:19.685693
632,10097,2,Organiza├º├úo e Conte├║do do Trabalho,93.75,alto,2026-03-18 16:08:19.685693
633,10097,3,Rela├º├Áes Sociais e Lideran├ºa,58.33,medio,2026-03-18 16:08:19.685693
634,10097,4,Interface Trabalho-Indiv├¡duo,37.50,medio,2026-03-18 16:08:19.685693
635,10097,5,Valores Organizacionais,83.33,alto,2026-03-18 16:08:19.685693
636,10097,6,Tra├ºos de Personalidade,75.00,alto,2026-03-18 16:08:19.685693
637,10097,7,Sa├║de e Bem-Estar,66.67,alto,2026-03-18 16:08:19.685693
638,10097,8,Comportamentos Ofensivos,41.67,medio,2026-03-18 16:08:19.685693
639,10097,9,Comportamento de Jogo,0.00,baixo,2026-03-18 16:08:19.685693
640,10097,10,Endividamento Financeiro,43.75,medio,2026-03-18 16:08:19.685693
641,10096,1,Demandas no Trabalho,75.00,alto,2026-03-18 16:10:15.276468
642,10096,2,Organiza├º├úo e Conte├║do do Trabalho,87.50,alto,2026-03-18 16:10:15.276468
643,10096,3,Rela├º├Áes Sociais e Lideran├ºa,75.00,alto,2026-03-18 16:10:15.276468
644,10096,4,Interface Trabalho-Indiv├¡duo,37.50,medio,2026-03-18 16:10:15.276468
645,10096,5,Valores Organizacionais,58.33,medio,2026-03-18 16:10:15.276468
646,10096,6,Tra├ºos de Personalidade,87.50,alto,2026-03-18 16:10:15.276468
